income_yearly,debt_total,payment_history_score,credit_limit,credit_used,credit_utilization_ratio,credit_worthiness
778253,200640,15,85514,54735,,good
1314502,1744155,76,189931,135317,0.71,bad
2130898,1770308,64,442068,96363,0.22,good
3322354,2838507,9,458982,155085,0.34,bad
3314390,1060546,86,1050330,614649,0.59,good
1826173,303820,69,528924,99961,0.19,good
698761,13297,25,103468,99024,0.96,bad
3137233,2395164,98,,416101,0.46,good
402967,467197,54,49273,12712,,good
3807425,4887097,19,473115,182889,0.39,bad
383834,197545,5,,,0.32,good
1771300,1709345,,484845,318785,0.66,good
1896767,256795,54,446051,240153,0.54,good
1755226,139100,73,695495,583711,0.84,good
2504393,3530505,52,998263,628732,0.63,good
965336,,1,158667,48532,0.31,good
2475445,2375363,54,913172,91525,0.1,good
711828,128102,57,116934,101376,0.87,good
2080280,1834302,66,437998,365407,0.83,bad
3744499,2422372,87,992539,862587,0.87,bad
1835589,2175989,59,553979,375999,0.68,good
3317596,3066808,1,1318556,147032,0.11,bad
3255876,4387308,87,399518,220185,0.55,good
3863436,5786683,12,660896,282519,0.43,bad
3164356,288397,43,1262745,44783,0.04,good
386565,287449,73,54262,40608,0.75,bad
3476691,1122231,97,1131936,1059539,0.94,good
113689,31603,28,36468,23951,0.66,good
2272459,561853,16,703826,185288,0.26,good
245648,122241,15,54519,,0.97,bad
1972344,837666,32,774926,537119,0.69,good
818359,,45,228187,186480,0.82,good
2585699,2507620,96,288776,274339,0.95,bad
3124874,483526,47,932287,341828,0.37,good
2610449,3893257,,953162,,0.68,good
363312,489315,22,123966,14347,0.12,bad
2058797,,38,523124,460562,0.88,bad
2787851,429357,12,980316,219310,0.22,good
1294840,1495942,6,497050,121597,0.24,bad
1239120,1200504,63,169784,9248,0.05,good
,1185392,61,1277270,432906,0.34,good
2170364,44237,60,594696,542541,,good
1810701,2320494,10,406039,252154,0.62,bad
2873814,3113292,14,1105069,1062700,0.96,bad
877175,924295,90,345683,318479,0.92,bad
1893600,16433,18,572915,331446,,good
602455,362796,54,72104,14274,0.2,good
2781068,4008631,22,791796,753648,0.95,bad
1469548,991231,10,284338,207064,0.73,bad
2493840,3287882,10,372021,33391,0.09,bad
2117021,1529542,22,752412,572223,0.76,bad
794029,1008200,78,249805,151907,,good
2944409,,56,1111617,547706,0.49,good
2215527,1209863,55,703162,655485,0.93,good
1503100,35207,0,522360,329158,0.63,good
2279598,3124573,7,301758,49665,0.16,bad
2865153,740365,65,1145331,175500,0.15,good
568078,,29,63550,50877,0.8,bad
3489945,5161230,12,839749,330291,0.39,bad
3173880,713770,15,,344468,0.57,good
3513114,4941306,6,760100,734863,0.97,bad
747029,103398,51,87562,41931,0.48,good
2280548,712619,48,619379,35248,0.06,good
1347221,1058686,52,189322,22822,0.12,good
2222928,2698824,10,,224904,0.32,bad
227316,220630,10,68652,12401,0.18,bad
3823859,,,,543378,0.66,good
676903,901315,12,118084,87737,,bad
1266883,441449,35,200252,168980,0.84,bad
1824024,1593283,59,554258,66430,0.12,good
1732580,328883,92,585037,385943,,good
1512701,327142,48,490726,137271,0.28,good
1063097,576556,71,214355,,0.46,good
1202479,476825,94,210573,75416,0.36,good
3406168,2123029,62,445744,326173,0.73,bad
2593333,3052195,57,722281,528073,0.73,bad
901251,1127869,58,125159,26060,0.21,good
404292,285410,,126286,55800,0.44,bad
705544,420746,0,277867,178000,0.64,good
,1626799,63,648682,549828,,bad
159321,118828,40,,13141,0.53,good
480661,443911,14,67153,36743,0.55,bad
3894815,,77,862644,328914,0.38,good
3546751,3827202,41,1182220,1002875,0.85,bad
2032453,1771248,77,568681,534665,0.94,bad
824099,372323,19,293971,172676,0.59,good
242681,91966,90,84035,71545,0.85,good
3809978,577660,9,804860,385698,0.48,good
1743429,612445,66,482799,144050,,good
2179539,1334094,48,324796,279985,0.86,bad
,1886268,2,190263,100610,0.53,bad
2887835,,95,976365,282985,0.29,good
1735017,1479179,43,656663,368895,0.56,good
2307751,2446975,65,894542,862445,0.96,bad
3435711,4869759,34,709012,190016,0.27,bad
3001663,3138875,49,,61212,0.06,good
1654140,1026967,82,445894,,0.79,bad
1441519,1648731,97,182046,116377,0.64,good
2072106,795805,16,348353,43481,0.12,good
270267,362028,57,51122,18893,0.37,good
940825,591783,47,105875,76786,0.73,bad
343444,131749,64,118680,62605,0.53,good
2627138,2768127,5,356424,350531,0.98,bad
1093115,914530,72,175839,82350,0.47,good
751078,952024,16,107385,,0.86,bad
913391,335584,75,242728,15410,0.06,good
1936697,1415971,98,499808,25553,0.05,good
2827224,3504449,4,810913,87557,0.11,bad
209243,108222,36,74192,28508,0.38,good
403333,327780,13,145627,140757,0.97,bad
2221521,770306,,619317,568267,,good
,1635649,,,42701,0.14,good
1195832,1131323,95,330360,266962,0.81,bad
2855471,3167022,10,941331,922912,0.98,bad
1226879,1765889,16,483042,59334,0.12,bad
1506795,265374,55,586536,166454,,good
1704199,2413503,54,222659,194022,0.87,bad
,2451025,17,691537,257887,0.37,bad
776062,257651,84,285989,277804,0.97,good
2421886,2330974,2,660933,460292,0.7,bad
1031151,527326,30,267920,132820,0.5,good
973804,540051,62,193896,77160,0.4,good
3224242,3624635,,609507,408747,0.67,good
2821566,392810,86,968706,261644,0.27,good
1889973,401310,39,,402127,0.89,bad
3924242,4179438,81,742660,207834,0.28,good
3272055,1488962,82,538188,303781,0.56,good
,4647913,,375112,147165,,good
509569,365731,21,184418,36144,0.2,bad
2741690,2247998,30,987974,757640,0.77,bad
935420,713052,38,350231,248430,0.71,bad
2997581,3680017,96,809063,127383,0.16,good
1640866,,84,,141899,0.23,good
,34624,38,25152,15452,0.61,good
1220616,147023,,288053,119537,0.41,good
3596789,2778133,,1228150,,0.31,good
269101,243206,6,,2282,0.07,bad
3593134,4207946,51,,398410,0.38,good
3182130,661294,33,712731,432505,0.61,good
,2142577,12,211039,202096,0.96,bad
1055981,9599,32,292440,76818,0.26,good
2325393,1264830,4,,486711,0.55,good
2158209,1412791,19,310091,39726,0.13,bad
2307796,2626393,1,670906,418217,0.62,bad
3933917,3642141,99,426864,350658,0.82,bad
3466899,3849696,6,,731734,0.58,bad
2746311,1921337,24,786212,2899,0,bad
427993,446280,27,166305,53802,0.32,bad
2300966,2623314,38,298747,,0.37,bad
2175708,2889826,36,868096,816537,0.94,bad
2576552,1756211,10,650662,53177,0.08,bad
,938385,49,204650,,0.45,good
3730572,4776852,16,570410,358322,0.63,bad
2337680,1707121,58,532381,429367,0.81,bad
597988,691219,10,98919,172,0,bad
,174706,17,106655,73002,0.68,bad
359628,71988,26,70250,66400,0.95,bad
3144188,3346565,48,856346,583845,0.68,good
2755949,2863153,56,1043320,959602,0.92,bad
327669,478298,10,107660,106183,0.99,bad
3123853,,82,314853,163418,0.52,good
908092,919583,50,331589,65981,0.2,good
1356176,286180,78,498488,3176,0.01,good
474896,49655,47,128205,13145,0.1,good
598755,265796,67,,156021,0.77,good
1138731,576584,,,87975,0.2,good
1635517,1362208,6,445021,363046,,bad
771252,898731,55,117928,38864,0.33,good
2919955,3466275,,578086,489408,0.85,bad
2707921,879413,66,631083,130440,0.21,good
3737683,2604554,99,1378033,1287749,0.93,bad
2653849,1147396,,568949,302757,0.53,good
2770706,726331,82,695660,460426,0.66,good
3452063,4078615,79,940173,193587,0.21,good
3794110,1655675,73,1380029,447704,0.32,good
2437523,1204732,30,382514,256635,0.67,good
942745,1142567,37,153330,13832,0.09,bad
1585680,954023,39,552566,283575,0.51,bad
400815,142724,82,105896,71077,0.67,good
3796358,5428714,49,626716,207325,0.33,good
2168382,1547933,15,524820,113451,0.22,bad
1005937,,46,282021,2264,0.01,good
997456,427776,89,169815,3601,0.02,good
138516,2242,67,52612,37564,0.71,good
3364114,730228,,1185751,705562,,good
2689365,434221,64,1072205,,0.52,good
2023731,1345628,68,709866,663674,0.93,bad
572611,710400,52,220458,,0.94,bad
1346559,1043897,51,148452,28286,0.19,good
3944115,4176312,4,519837,293786,,bad
3828549,537851,79,1017096,627887,0.62,good
1961789,2908867,18,645697,,0.6,bad
3890597,2571033,26,843429,488306,,bad
1569386,171339,43,248328,20424,0.08,good
2183560,2216438,42,532032,168123,0.32,good
828581,907693,21,306800,225243,0.73,bad
2727928,702492,81,399130,46972,0.12,good
446159,637682,44,,36457,0.46,good
1678295,2202334,52,194553,100676,0.52,good
1875435,2584152,2,685770,483593,0.71,bad
,2753034,23,465045,,0.42,bad
,1947880,82,921088,600554,0.65,good
2813357,2254964,45,788479,632082,,bad
,3309546,53,596433,390053,0.65,good
1715818,1649861,85,594778,157226,0.26,good
1773744,1355399,80,353866,152203,0.43,good
1672592,2082776,19,,138789,0.62,bad
,475476,38,428488,350938,0.82,bad
736369,1003782,2,176656,97432,,bad
778690,533309,71,210523,36228,0.17,good
463166,218960,67,110272,60022,0.54,good
3299544,1330336,,964646,47560,,good
2618673,2353723,24,510238,437394,0.86,bad
2598053,3565165,57,320761,28425,0.09,good
1807906,866640,12,564035,458488,0.81,bad
2976302,,,1173474,465844,0.4,good
3882924,5636795,6,964992,,0.17,bad
2554957,165057,19,477486,21601,0.05,good
2735822,3739824,67,855122,847312,0.99,bad
3413332,2993177,,787554,349395,0.44,good
628025,467577,94,162586,,0.1,good
3367415,834787,71,1189725,1126094,0.95,good
3105334,491124,70,761214,404845,0.53,good
1340174,879734,57,451881,366123,0.81,bad
258143,280839,73,37446,7597,0.2,good
3269870,4513424,84,796199,758538,0.95,bad
3599192,5104835,74,643211,363083,,good
1036606,1285148,30,,203739,0.6,bad
2821651,2968186,42,833783,470085,,good
248503,133349,85,,12359,0.19,good
3770181,4097734,74,711117,2258,0,good
,59177,93,,13887,0.44,good
1541032,851140,3,602001,218517,0.36,good
3417745,577951,75,,32451,0.08,good
2467307,2033957,88,288581,181992,0.63,good
2258351,311468,60,671405,472604,,good
2137593,2943838,73,263473,70383,,good
1954249,109707,86,624740,125550,0.2,good
630519,,5,235458,17960,0.08,good
3574512,929053,58,447143,9316,0.02,good
958674,1155110,62,132748,,0.62,good
3367098,,38,463145,99481,,bad
2359930,2266375,13,,66011,0.16,bad
757683,544694,17,,166553,0.9,bad
2748857,2171372,83,278152,18214,0.07,good
2246184,239639,55,,209478,0.29,good
,925546,98,167351,16443,0.1,good
889377,1012908,94,196310,36934,0.19,good
163263,5727,21,62711,4263,,good
1254129,813892,94,468360,418555,0.89,bad
,21098,58,55614,29432,0.53,good
,11338,51,650455,420515,0.65,good
3287843,,48,1095803,,0.77,bad
1050891,36500,51,238217,61039,0.26,good
2392289,1486834,49,,383154,0.42,good
2217927,2973623,61,841868,151614,0.18,good
3913793,1399142,20,604653,375109,0.62,good
2491102,2683034,,485009,165135,0.34,good
2532192,3404202,29,341083,151925,,bad
352390,516233,26,67537,34197,0.51,bad
3446474,2955658,27,1319328,420277,0.32,bad
,505931,83,,105889,,good
3842358,2349581,40,757714,,0.63,good
3433633,4668139,83,1255350,,0.51,good
2236026,1359540,62,,510880,0.69,good
3349042,1682367,91,1045452,271900,0.26,good
1217270,102970,28,263946,125227,0.47,good
1996807,,3,698167,127667,0.18,good
750272,416141,100,134913,67839,0.5,good
1571387,57773,73,396555,168976,0.43,good
2313066,161231,97,452299,36496,0.08,good
2531255,731652,82,540493,278836,0.52,good
3891430,3385726,78,1228663,847141,0.69,good
418908,416369,68,68639,23298,,good
2024302,2298495,71,323630,,0.43,good
2081974,1585749,38,335291,20929,0.06,bad
2477095,75249,42,295251,287249,0.97,good
771338,26788,29,137227,4829,0.04,good
1672473,2197738,71,515327,390630,0.76,bad
2204663,2385131,26,790048,691262,0.87,bad
2588566,1771396,38,839592,563274,0.67,bad
2283801,929730,19,603254,224719,0.37,good
1768352,236772,84,300603,133323,0.44,good
719918,565858,12,152668,8567,,bad
3423839,1950265,,,,0.84,bad
533978,357038,61,53985,28133,0.52,good
983669,634707,15,355359,144203,0.41,bad
2176379,2306701,65,288981,14329,0.05,good
2930002,2048206,88,1020949,348680,0.34,good
2547146,3586690,,877949,825916,0.94,bad
3843947,4046088,89,747135,352831,0.47,good
330346,321236,13,57314,7332,0.13,bad
331185,363883,17,59298,56913,0.96,bad
3468815,483885,38,627181,597743,0.95,bad
1731934,610800,75,384517,185918,0.48,good
3735767,2157281,91,586372,209005,0.36,good
1216135,508780,75,,267076,0.98,good
3756797,4745149,44,719194,226129,0.31,good
2787690,4099401,57,315816,279342,0.88,bad
1175916,1483231,70,278576,150393,0.54,good
3989628,375461,22,871150,395515,0.45,good
2016608,2624574,40,763094,564318,0.74,bad
349775,245543,81,35160,8812,0.25,good
3354302,2021641,6,,419133,0.4,bad
908674,643621,17,146010,90052,0.62,bad
105089,141012,59,,20242,,bad
3005605,250416,40,1086413,113583,0.1,good
3502235,3799811,25,484468,396995,0.82,bad
2128525,,26,239189,,,bad
3089478,1662774,75,860100,649774,0.76,good
2798142,1545617,92,738200,673078,0.91,good
3484286,1675892,30,532691,237732,0.45,good
,836320,90,284901,176322,0.62,good
,182628,93,286546,203487,0.71,good
1195689,1782706,29,250307,190319,0.76,bad
2520783,1184924,79,859503,562412,0.65,good
3075940,1460390,48,892057,109246,0.12,good
3397739,557531,91,837170,17448,0.02,good
1503786,1846772,70,376744,102564,0.27,good
633526,,51,112384,28248,0.25,good
1224004,873329,86,135122,44162,0.33,good
1013500,893463,98,395590,,0.07,good
1403832,661319,13,156103,,0.13,good
,18551,,140977,54477,0.39,good
,325010,59,372844,193682,0.52,good
1843534,1229817,9,326686,273483,0.84,bad
3217001,676964,4,525921,160853,0.31,good
189864,25731,0,41529,23457,0.56,good
317835,337548,3,112301,102687,0.91,bad
1998260,,36,746732,115100,0.15,good
3107038,1483068,63,607178,438668,0.72,good
1234680,62631,16,425472,173878,0.41,good
622930,611294,,180889,135305,0.75,bad
3444981,2146605,,1341865,962752,0.72,bad
573189,715096,79,148731,100616,0.68,good
2243437,787898,45,769041,,0.5,good
1625025,2346433,20,287561,144667,0.5,bad
2704061,903785,12,407028,309739,0.76,bad
3113661,695684,57,468513,177348,0.38,good
1788920,1630944,99,629512,414178,0.66,good
1558363,1724828,40,349412,265966,0.76,bad
1419342,98931,63,186452,,,good
1100588,1623789,49,126982,8764,0.07,good
134276,82289,11,18599,,0.88,bad
1830960,2152171,32,570940,125839,0.22,bad
1711467,1216834,33,346378,138355,0.4,bad
3334724,545287,29,935130,507001,0.54,good
2382082,,98,,230238,0.64,good
1865799,112025,100,573839,469036,0.82,good
3195399,1274212,8,,739511,0.8,bad
2226028,3069264,54,494628,349705,0.71,bad
2008864,1275360,52,778354,419113,0.54,good
,46326,96,177810,176057,0.99,good
1394038,314767,55,240249,96935,,good
1232862,52153,64,453112,324660,0.72,good
3279403,,21,789185,411774,0.52,bad
1142239,402699,31,230280,54735,0.24,good
3339996,4041565,93,389912,270571,0.69,good
2675553,1316112,17,445861,337277,0.76,bad
3293831,4851819,33,1017971,245763,0.24,bad
667681,728344,24,256368,28220,0.11,bad
1187438,1577717,83,300310,104631,0.35,good
1343058,1481961,30,391302,53963,0.14,bad
542251,339917,80,207297,108647,0.52,good
2180337,,55,505118,279249,0.55,good
974710,1316466,94,270985,255455,0.94,bad
3325786,,20,742842,619456,0.83,bad
118941,38933,16,44393,12716,0.29,good
1365554,1763809,17,265197,63585,0.24,bad
2873166,648697,65,654420,376166,0.57,good
3086050,1794125,99,1160344,641654,,good
2162303,2376517,83,707763,386812,0.55,good
246797,,12,69550,8314,0.12,good
2612630,3431815,90,,529234,0.8,bad
608882,150092,61,147195,91820,,good
456224,523643,38,134020,57837,0.43,bad
2508690,1139301,56,680142,219814,0.32,good
2130161,,33,739976,392261,0.53,good
3687151,4692769,81,920237,147745,0.16,good
2448254,1683638,39,586135,45097,0.08,bad
1644653,1411649,66,288742,205792,0.71,bad
3420582,1701023,83,1346819,673134,0.5,good
2817187,496566,22,399956,68491,0.17,good
3540471,2581574,5,852714,,0.03,bad
147771,128417,3,26800,3770,0.14,bad
450026,271011,81,,64082,0.66,good
2697511,1917620,1,371052,79102,0.21,bad
3969025,,27,597821,,0.24,bad
3672302,1536690,18,548982,20240,0.04,good
453224,531460,34,131468,12095,0.09,bad
1328577,327682,,330219,,0.02,good
1867364,1474161,51,304061,180560,0.59,good
1925371,1181552,81,222799,33390,0.15,good
1932787,2360817,37,700878,238558,0.34,bad
,462196,65,453463,,0.86,good
3330105,2624450,99,388455,106857,0.28,good
1707943,403936,65,508310,437140,0.86,good
406594,111871,40,126934,30016,0.24,good
,3155718,22,333817,288421,0.86,bad
1012690,271183,6,138948,20826,0.15,good
3958775,5197325,22,1393489,,1,bad
786961,529461,47,239581,219189,0.91,bad
2785336,177939,51,983834,399030,0.41,good
3407547,1159932,,971412,157809,0.16,good
366264,385234,14,,60707,0.72,bad
2632614,3899369,27,1012988,,0,bad
3580823,3305168,51,1007532,108355,0.11,good
3927655,705872,92,873994,474712,0.54,good
1276677,584870,95,422393,201632,0.48,good
2603692,542040,15,461054,92539,0.2,good
475635,637845,65,121214,79828,,good
,1368291,89,429473,414602,0.97,bad
273440,60554,77,88213,5993,0.07,good
1599854,327615,48,293822,229214,0.78,good
595843,313635,78,142663,107614,0.75,good
723728,914891,26,229325,205477,,bad
1346257,1950656,54,441132,319584,0.72,bad
,753744,39,303023,183836,0.61,bad
570663,802652,87,93852,7098,0.08,good
1161878,258848,15,,164547,0.4,good
2999044,330356,76,1047350,241143,0.23,good
1527599,1907614,75,243911,104476,,good
819611,178591,17,208678,157508,0.75,bad
1917286,2203808,54,207482,103828,0.5,good
557239,419813,20,162459,115635,0.71,bad
1916613,758137,,203196,118491,0.58,good
3649269,,5,666323,395827,0.59,bad
656020,882445,3,158869,126297,0.79,bad
260796,191068,96,68748,57212,0.83,bad
2635239,168250,18,1035868,989462,0.96,bad
1725309,1272337,,602005,56756,0.09,good
346758,126768,98,43083,2440,0.06,good
3367576,4565122,65,341702,41333,0.12,good
224557,,73,52975,2799,0.05,good
1929219,1244941,9,341591,185578,0.54,bad
2251266,1448229,45,,497931,0.95,bad
,1422338,6,123240,94341,0.77,bad
3228608,370064,66,1181677,899328,0.76,good
3306729,4450240,65,,10381,0.01,good
3041229,1602084,60,931117,452112,0.49,good
1490436,932733,86,264934,15580,,good
1190663,1553216,69,432853,67276,0.16,good
122443,,33,17541,,0.83,bad
1454943,1712151,95,452257,410786,0.91,bad
2228628,137050,41,562197,106746,0.19,good
1236081,982154,11,131090,29917,0.23,bad
295365,425737,58,,21856,0.64,good
439488,374424,13,171930,48544,0.28,bad
3631617,2591949,55,506258,228179,0.45,good
1165550,,87,185823,73621,,good
,6163,89,376541,109112,,good
1461812,741074,77,176501,80073,0.45,good
2282325,267434,58,692454,64446,0.09,good
1166951,220949,30,316596,309629,0.98,bad
600946,576272,100,,116267,0.66,good
3827653,4439724,,556104,534338,0.96,bad
2422579,2468272,24,811944,505363,0.62,bad
